Artist,Genre,Song,Lyrics
Carly Rae Jepsen,Pop,Cut to the Feeling,I had a dream or wa it real We crossed the line and it wa on We crossed the line it wa on this time I ve been denying how I feel You ve been denying what you want You from me talk to me baby I want some satisfaction take me to the star Just like ahhh A-a-ahhh I wan na cut through the cloud break the ceiling I wan na dance on the roof you and me alone I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah I wan na play where you play with the angel I wan na wake up with you all in tangle oh I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah Cancel your reservation No more hesitation this is on Can't make it stop give me all you got I want it all or nothing No more in-between now give your Everything to me let's get real baby A chemical reaction take me in your arm And make me ahhh A-a-ahhh I wan na cut through the cloud break the ceiling I wan na dance on the roof you and me alone I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah I wan na play where you play with the angel I wan na wake up with you all in tangle oh I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah Take me to emotion I want to go all the way Show me devotion and take me all the way Take me to emotion I want to go all the way Show me devotion and take me all the way All the way all the way all the way Take me all the way a-a-ahhh I wan na cut through the cloud break the ceiling I wan na dance on the roof you and me alone I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah I wan na play where you play with the angel I wan na wake up with you all in tangle oh I wan na cut to the feeling oh yeah I wan na cut to the feeling oh yeah I wan na cut through the cloud Mmm cut to the feeling I wan na dance on the roof oh yeah I wan na cut to the feeling I wan na cut to the feeling I wan na cut to the feeling I wan na cut to the feeling
Miley Cyrus,Pop,Malibu,I never came to the beach or stood by the ocean I never sat by the shore under the sun with my foot in the sand But you brought me here and I'm happy that you did Cause now I'm a free bird catchin the wind I always thought I would sink so I never swam I never went boatin don't get how they are floatin And sometimes I get so scared of what I can't understand But here I am next to you The sky's more blue in Malibu Next to you in Malibu Next to you We watched the sun go down a we were walkin I'd spent the rest of my life just standing here talkin You would explain the current a I just smile Hoping that you ll stay the same and nothing will change And it ll be u just for a while Do they even exist That's when I make a wish to swim away with the fish Cause it's supposed to be this hot all summer long I never would ve believed you if three year ago you told me I'd be here writing this song But here I am next to you The sky's so blue in Malibu Next to you in Malibu Next to you Next to you The sky's so blue in Malibu Next to you We are just like the wave that flow back and forth Sometimes I feel like I'm drowning And you're there to save me And I wan na thank you with all of my heart It's a brand new start A dream come true in Malibu
Miley Cyrus,Pop,Wrecking Ball,We clawed we chained our heart in vain We jumped never asking why We kissed I fell under your spell A love no one could deny Don't you ever say I just walked away I will always want you I can't live a lie running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted wa to break your wall All you ever did wa wreck me Yeah you wreck me I put you high up in the sky And now you're not coming down It slowly turned you let me burn And now we're ash on the ground Don't you ever say I just walked away I will always want you I can't live a lie running for my life I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted wa to break your wall All you ever did wa wreck me I came in like a wrecking ball Yeah I just closed my eye and swung Left me crashing in a blazing fall All you ever did wa wreck me Yeah you wreck me I never meant to start a war I just wanted you to let me in And instead of using force I guess I should ve let you win I never meant to start a war I just wanted you to let me in I guess I should ve let you win Don't you ever say I just walked away I will always want you I came in like a wrecking ball I never hit so hard in love All I wanted wa to break your wall All you ever did wa wreck me I came in like a wrecking ball Yeah I just closed my eye and swung Left me crashing in a blazing fall All you ever did wa wreck me Yeah you wreck me Yeah you wreck me
Miley Cyrus,Pop,We Can’t Stop,It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can screw who we want It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can screw who we want Red cup and sweaty body everywhere Hands in the air like we don't care Cause we came to have so much fun now Bet somebody here might get some now If you're not ready to go home Can I get a Hell no Cause we gon na go all night Till we see the sunlight alright Hey hey So la-da-di-da-di we like to party Dancing with Molly Doing whatever we want This is our house This is our rule And we can't stop And we won't stop Can't you see it's we who own the night Can't you see it's we who bout that life And we can't stop And we won't stop We run thing don't run we Don't take nothing from nobody yeah It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can screw who we want To my homegirl here with the big butt Shaking it like we at a strip club Remember only God can judge ya Forget the hater cause somebody love ya And everyone in line the bathroom Tryna get a line in the bathroom We all so turned up here Getting turned up yeah So la-da-di-da-di we like to party Dancing with Molly Doing whatever we want This is our house This is our rule And we can't stop And we won't stop Can't you see it's we who own the night Can't you see it's we who bout that life And we can't stop And we won't stop We run thing don't run we Don't take nothing from nobody yeah It's our party we can do what we want It's our party we can say what we want It's our party we can love who we want We can kiss who we want We can screw who we want It's our party we can do what we want to It's our house we can love who we want to It's our song we can sing if we want to It's my mouth I can say what I want to Yeah Ehh And we can't stop Yeah And we won't stop Oh Can't you see it's we who own the night Can't you see it's we who bout that life And we can't stop And we won't stop We run thing don't run we Don't take nothing from nobody yeah Yeah We can do what we want to We can do what we want to
Logan Henderson,Pop,Pull Me Deep,I think I'm in over my head here with you Water creeping up the bed seeping through Loving you it ain't no day at the beach Probably something bout your wave that got me weak You told me not to fall in love but here I am Coming back to you again wa not the plan Barely coming up for air what can I say Oh baby I go anywhere you take me You pull me deep both foot I would drown for your loving what's wrong with me I'm under water don't wan na breathe I would drown for your loving and then repeat You pull me deep pull me deep both foot I would drown for your loving what's wrong with me I'm under water don't wan na breathe no I would drown for your loving and then repeat Baby pull me deep oh It feel like I'm losing my breath once again Saying you can tell me when I'm tryna swim And I keep getting carried away with a tide But a long you by my side I ll take a dive You told me not to fall in love but here I am Coming back to you again wa not the plan Barely coming up for air what can I say Oh baby I go anywhere you take me You pull me deep both foot I would drown for your loving what's wrong with me I'm under water don't wan na breathe I would drown for your loving and then repeat You pull me deep pull me deep both foot I would drown for your loving what's wrong with me I'm under water don't wan na breathe no I would drown for your loving and then repeat Baby pull me deep I would drown for your loving now Baby pull me deep I don't wan na breath Yeah yeah I would drown for your love I would drown for your love Yeah yeah I would drown for your love ooh You pull me deep pull me deep both foot I would drown for your loving what's wrong with me I'm under water don't wan na breathe no I would drown for your loving and then repeat I'd drown for your love You pull me deep pull me deep both foot I would drown for your loving what's wrong with me What's wrong with me I'm under water don't wan na breathe no I would drown for your loving and then repeat Baby pull me deep I would drown for your loving now Baby pull me deep I don't wan na breathe
Logan Henderson,Pop,Sleepwalker,There wa a moment we said our goodbye I sat and wiped the tear from your eye yeah We said we needed space to turn and walk away But you know how to make me come back So my darling dreamer I ll see you tonight I'm running through the nightmare you put in my head Every time that I wake up I'm in your bed Lock these chain throw away the key Tried to stay away but you grab a hold of me She said Keep walking sleepwalker keep walking You you pull me under drowning in the deep Got ta stay awake I don't wan na go to sleep But she said Keep walking sleepwalker keep walking sleepwalker Haunted by secret my lip are sealed All of your demon it turn out they're real The shadow on the wall watch me a I crawl But you know how to make me come back I'm just a monster that you ll never fear Lock these chain throw away the key Tried to stay away but you grab a hold of me She said Keep walking sleepwalker keep walking You you pull me under drowning in the deep Got ta stay awake I don't wan na go to sleep But she said Keep walking sleepwalker keep walking sleepwalker Why won't you ever let me leave Why won't you ever let me leave Just fucking let me out Every time that I'm out of reach She say Turn around Lock these chain throw away the key Tried to stay away but you grab a hold of me She said Keep walking sleepwalker keep walking You you pull me under drowning in the deep Got ta stay awake I don't wan na go to sleep But she said Keep walking sleepwalker keep walking sleepwalker
Logan Henderson,Pop,Bite My Tongue,I ve never been the social type But I talk to myself every night A million voice in my head Scream out the thing I should ve said Bite my Yeah yeah cause I'm fucking awkward Yeah yeah but that's obvious Yeah yeah and we'd get to talking Yeah yeah but I would just bite my tongue I could tell you so much But we ve both heard enough Instead of making you blush I bite my tongue Like a devilish curse That you put on my word But I love that it hurt Whenever you bite my tongue Bite my tongue Bite my I ve played out this scenario So many time it's getting old Just put my weary mouth to rest So we can talk a little le Bite my Yeah yeah cause I'm fucking awkward Yeah yeah but that's obvious Yeah yeah and we'd get to talking Yeah yeah but I would just bite my tongue I could tell you so much But we ve both heard enough Instead of making you blush I bite my tongue Like a devilish curse That you put on my word But I love that it hurt Whenever you bite my tongue Bite my tongue Bite my Yeah yeah just bite my Yeah yeah bite my Yeah yeah just bite my Yeah yeah But I would just bite my tongue I could tell you so much But we ve both heard enough Instead of making you blush I bite my tongue Like a devilish curse That you put on my word But I love that it hurt Whenever you bite my tongue Bite my tongue Bite my
One Direction,Pop,Perfect,I might never be your knight in shining armor I might never be the one you take home to mother And I might never be the one who brings you flower But I can be the one be the one tonight When I first saw you from across the room I could tell that you were curious oh yeah Girl I hope you're sure what you're looking for Cause I'm not good at making promise But if you like causing trouble up in hotel room And if you like having secret little rendezvous If you like to do the thing you know that we shouldn't do Then baby I'm perfect Baby I'm perfect for you And if you like midnight driving with the window down And if you like going place we can't even pronounce If you like to do whatever you ve been dreaming about Then baby you're perfect Baby you're perfect So let's start right now I might never be the hand you put your heart in Or the arm that hold you any time you want them But that don't mean that we can't live here in the moment Cause I can be the one you love from time to When I first saw you from across the room I could tell that you were curious oh yeah Girl I hope you're sure what you're looking for Cause I'm not good at making promise But if you like causing trouble up in hotel room And if you like having secret little rendezvous If you like to do the thing you know that we shouldn't do Then baby I'm perfect Baby I'm perfect for you And if you like midnight driving with the window down And if you like going place we can't even pronounce If you like to do whatever you ve been dreaming about Then baby you're perfect Baby you're perfect So let's start right now And if you like camera flashing every time we go out oh yeah And if you're looking for someone To write your breakup song about Baby I'm perfect Baby we're perfect If you like causing trouble up in hotel room And if you like having secret little rendezvous If you like to do the thing you know that we shouldn't do Then baby I'm perfect Baby I'm perfect for you And if you like midnight driving with the window down And if you like going place we can't even pronounce If you like to do whatever you ve been dreaming about Then baby you're perfect Baby you're perfect So let's start right now
One Direction,Pop,Drag Me Down,I ve got fire for a heart I'm not scared of the dark You ve never seen it look so easy I got a river for a soul and baby you're a boat Baby you're my only reason If I didn't have you there would be nothing left The shell of a man who could never be his best If I didn't have you I'd never see the sun You taught me how to be someone yeah All my life you stood by me When no one else wa ever behind me All these light they can't blind me With your love nobody can drag me down All my life you stood by me When no one else wa ever behind me All these light they can't blind me With your love nobody can drag me down Nobody nobody \u200bNobody can drag me down\u200b Nobody nobody \u200bNobody can drag me down\u200b I ve got fire for a heart I'm not scared of the dark You ve never seen it look so easy I got a river for a soul and baby you're a boat Baby you're my only reason If I didn't have you there would be nothing left Nothing The shell of a man who could never be his best Be his best If I didn't have you I'd never see the sun See the sun You taught me how to be someone yeah All my life you stood by me When no one else wa ever behind me All these light they can't blind me With your love nobody can drag me down Nobody nobody can drag me down Nobody nobody can drag me \u200bAll my life you stood by me When no one else wa ever behind me All these light they can't blind me With your love nobody can drag me down All my life you stood by me When no one else wa ever behind me All these light they can't blind me With your love nobody can drag me down Nobody nobody can drag me down Nobody nobody can drag me down Nobody nobody can drag me down Nobody nobody can drag me down
One Direction,Pop,Story of My Life,Written in these wall are the story that I can't explain I leave my heart open But it stay right here empty for day She told me in the morning She don't feel the same about u in her bone It seems to me that when I die These word will be written on my stone And I ll be gone tonight The ground beneath my foot is open wide The way that I ve been holding on too tight With nothing in between The story of my life I take her home I drive all night To keep her warm And time is frozen The story of the story of The story of my life I give her hope I spend her love Until she's broke inside The story of my life The story of the story of Written on these wall are the colour that I can't change Leave my heart open But it stay right here in it cage I know that in the morning now I ll see u in the light up on the hill Although I am broken my heart is untamed still And I ll be gone tonight The fire beneath my foot is burning bright The way that I ve been holding on so tight With nothing in between The story of my life I take her home I drive all night To keep her warm And time is frozen The story of my life The story of the story of I give her hope I spend her love Until she's broke inside The story of my life The story of the story of And I been waiting for this time to come around But baby running after you Is like chasing the cloud The story of my life I take her home I drive all night To keep her warm And time is frozen The story of my life I give her hope Give her hope I spend her love Until she's broke inside Until she's broke inside The story of my life The story of my life The story of my life The story of my life
